customerID,tenure,MonthlyCharges,service_count
7590-VHVEG,-1.27744458367877,-1.16032291603492,-1.1459968403746
5575-GNVDE,0.066327419082236,-0.259628941944881,-0.176010571085054
3668-QPYBK,-1.23672421995873,-0.36266035595518,-0.176010571085054
7795-CFOCW,0.51425142000257,-0.746535462993555,-0.176010571085054
9237-HQITU,-1.23672421995873,0.197365233100803,-1.1459968403746
9305-CDSKC,-0.992402037638553,1.15954569619699,0.793975698204488
1452-KIOVK,-0.422316945558128,0.808906529161936,0.308982563559717
6713-OKOMC,-0.910961310198492,-1.16364651003525,-1.1459968403746
7892-POOKP,-0.177994763237946,1.3307107872141,1.27896883284926
6388-TABGU,1.20649760324309,-0.286217693947539,-0.176010571085054
9763-GRSKD,-0.788800219038401,-0.492280521968138,-0.661003705729825
7469-LKBCI,-0.66663912787831,-1.52259466207113,-1.1459968403746
8091-TTVAX,1.04361614836296,1.18281085419931,0.793975698204488
0280-XJGEX,0.677132874882691,1.29415125321044,1.27896883284926
5129-JLPIS,-0.300155854398037,1.35397594521643,1.27896883284926
3655-SNQYZ,1.4915401492833,1.61155448024217,2.2489551021388
8191-XWSZG,0.799293966042782,-1.46609356406549,-1.1459968403746
9959-WOFKT,1.57298087672336,1.39385907322041,1.27896883284926
4190-MFLUW,-0.910961310198492,-0.317791836950695,-0.176010571085054
4183-MYFRB,-0.463037309278159,0.840480672165093,0.308982563559717
8779-QRDMV,-1.27744458367877,-0.834610704002359,-0.661003705729825
1680-VDCWW,-0.829520582758432,-1.49434411306831,-1.1459968403746
1066-JKSGK,-1.27744458367877,-1.48271153406715,-1.1459968403746
3638-WEABW,1.04361614836296,-0.16158291893508,0.308982563559717
6322-HRPFA,0.677132874882691,-0.171553700936076,0.308982563559717
6865-JZNKO,-0.0965540357978854,-0.314468242950363,-0.176010571085054
6467-CHFZW,0.595692147442631,1.14957491419599,0.793975698204488
8665-UTDHZ,-1.27744458367877,-1.14869033703376,-1.1459968403746
5248-YGIJN,1.61370124044339,0.847127860165757,2.2489551021388
8773-HHUOZ,-0.62591876415828,-0.00205040691913153,-0.176010571085054
3841-NFECX,1.57298087672336,1.04986709418602,1.27896883284926
4929-XIHVW,-1.23672421995873,1.0216165451832,0.308982563559717
6827-IEAUQ,-0.218715126957977,0.0461417060856861,0.793975698204488
7310-EGVHZ,-1.27744458367877,-1.48104973706698,-1.1459968403746
3413-BMNZE,-1.27744458367877,-0.648489439983754,-1.1459968403746
