customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
4950-BDEUX,0,0.1023712383613841,-0.5219756496159262,-0.2632890631964203,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
7993-NQLJE,0,-0.7117434584104956,0.3374778078243394,-0.5048144831572396,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7321-ZNSLA,0,-0.7931549280876836,-0.8090131942822701,-0.7512134391325384,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
4922-CVPDX,0,-0.2639803751859618,0.2843841579438598,-0.1736994214167345,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0
2903-YYTBW,0,-1.2816237461508113,-0.6762790695810708,-0.99085091270937,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8414-OOEEL,0,1.3642490183577978,0.48348534499565887,1.2709747139024437,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
8562-GHPPI,0,-1.2816237461508113,-1.497571466169742,-1.0017175808497631,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
8017-UVSZU,0,0.30589991255435406,-0.27641751891870747,0.03415030374133098,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1972-XMUWV,0,1.3235432835192036,-0.17023021915774814,0.6616070891730831,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
2054-PJOCK,0,1.1200146093262338,0.5183280527297236,1.1177217638255048,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
8250-ZNGGW,1,-1.1188008067964355,-0.1669118660402181,-0.8840282719595658,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2075-RMJIK,0,-1.1188008067964355,-0.5153389433808665,-0.9083081405722422,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6629-LADHQ,0,-1.2409180113122174,-0.46390447005915153,-0.9563849147691331,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1810-MVMAI,0,-0.10115743583158582,0.08860132400959055,-0.1322085066988697,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0396-YCHWO,0,0.14307697319997809,1.0111034906829266,0.5149619514401006,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1303-SRDOK,0,0.9164859351332638,0.1367174442137754,0.676710660244983,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2455-USLMV,0,-0.06045170099299184,0.6576988836659831,0.13702142880371965,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
5697-GOMBF,1,-0.1825689055087738,-0.9633166142474143,-0.5829227765784898,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7469-LKBCI,0,-0.6710377235719016,-1.5257774676687466,-0.8669269901790279,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
7787-BNTZM,0,-1.0780950719578415,-1.4859572302583868,-0.9531139378945502,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
6726-WEXXK,1,-0.22327464034736777,0.695859944517578,-0.03565980673634629,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
5995-LFTLE,0,1.0386031396490458,-1.3150620447055927,-0.36308678716859677,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
2984-TBYKU,0,1.6084834273893616,1.326347036848275,2.384665504670697,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
